flow_id,src_ip,dst_ip,src_port,dst_port,start_time,end_time,protocol_name,duration,total_packets,total_bytes,packet_rate,byte_rate,pkt_len_mean,pkt_len_max,pkt_len_std,iat_mean,iat_std,syn_count,ack_count,rst_count,protocol
fe80::4271:f819:8915:590a:62407->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,62407,53,1788059871.155915,1788059871.183646,TCP,0.027731,6,491,216.3648,17705.8538,81.8333,107,13.1821,0.005546,0.009909,1,5,1,6
fe80::4271:f819:8915:590a:49995->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,49995,53,1788059871.156109,1788059871.159781,TCP,0.003671,6,491,1634.3567,133744.8541,81.8333,107,13.1821,0.000734,0.001205,1,5,0,6
fe80::4271:f819:8915:590a:54020->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,54020,53,1788059871.156260,1788059871.159881,TCP,0.003621,6,491,1657.0635,135603.0331,81.8333,107,13.1821,0.000724,0.001212,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:62407_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,62407,1788059871.156446,1788059871.183685,TCP,0.027239,6,548,220.2698,20117.9745,91.3333,166,36.8926,0.005448,0.009746,1,6,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:49995_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,49995,1788059871.156486,1788059871.160174,TCP,0.003688,6,519,1626.7501,140713.8834,86.5,137,25.2012,0.000738,0.000824,1,6,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:54020_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,54020,1788059871.156682,1788059871.160226,TCP,0.003544,5,433,1410.9884,122191.592,86.6,125,22.0862,0.000886,0.001034,1,5,0,6
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:60250->2404:6800:4013:807::5e:443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2404:6800:4013:807::5e,60250,443,1788059871.180839,1788059871.560108,UDP,0.379268,82,11859,216.2057,31268.0934,144.622,1292,229.6133,0.004682,0.010068,0,0,0,17
2a04:4e42:fe7::396:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:53939_UDP,2a04:4e42:fe7::396,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,53939,1788059871.188843,1788059875.962077,UDP,4.773234,5431,7156157,1137.8029,1499225.9858,1317.65,1342,164.4087,0.000879,0.023695,0,0,0,17
2404:6800:4013:807::5e:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:60250_UDP,2404:6800:4013:807::5e,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,60250,1788059871.244198,1788059871.572074,UDP,0.327876,306,387449,933.2808,1181695.0797,1266.1732,1292,160.8252,0.001075,0.004213,0,0,0,17
fe80::4271:f819:8915:590a:52133->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,52133,53,1788059871.342899,1788059871.346513,TCP,0.003614,6,485,1660.3433,134211.0866,80.8333,101,10.9255,0.000723,0.00127,1,5,0,6
fe80::4271:f819:8915:590a:54646->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,54646,53,1788059871.343027,1788059871.346671,TCP,0.003644,6,485,1646.6547,133104.5894,80.8333,101,10.9255,0.000729,0.001272,1,5,0,6
fe80::4271:f819:8915:590a:52217->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,52217,53,1788059871.343140,1788059871.346811,TCP,0.003671,6,485,1634.4628,132119.0777,80.8333,101,10.9255,0.000734,0.001253,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:52133_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,52133,1788059871.343327,1788059871.346725,TCP,0.003398,5,517,1471.4791,152150.938,103.4,209,59.2604,0.000849,0.001237,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:54646_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,54646,1788059871.343419,1788059871.346982,TCP,0.003563,5,512,1403.3405,143702.0642,102.4,204,57.0333,0.000891,0.001024,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:52217_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,52217,1788059871.343693,1788059871.347040,TCP,0.003346,5,488,1494.1237,145826.4714,97.6,180,46.3552,0.000837,0.00124,1,5,0,6
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:52486->2a04:4e42:fe7::396:443_TCP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2a04:4e42:fe7::396,52486,443,1788059871.347072,1788059871.484212,TCP,0.137141,13,3826,94.7933,27898.3936,294.3077,1314,365.7983,0.011428,0.015793,1,12,0,6
2a04:4e42:fe7::396:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:52486_TCP,2a04:4e42:fe7::396,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,52486,1788059871.374149,1788059871.484173,TCP,0.110024,15,7752,136.3336,70457.2179,516.8,1314,552.311,0.007859,0.014655,1,15,0,6
fe80::4271:f819:8915:590a:64705->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,64705,53,1788059871.418801,1788059871.422467,TCP,0.003665,6,495,1636.908,135044.9122,82.5,111,14.7207,0.000733,0.001236,1,5,0,6
fe80::4271:f819:8915:590a:52452->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,52452,53,1788059871.418989,1788059871.424196,TCP,0.005208,6,495,1152.1231,95050.1525,82.5,111,14.7207,0.001042,0.001922,1,5,0,6
fe80::4271:f819:8915:590a:61240->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,61240,53,1788059871.419141,1788059871.424303,TCP,0.005162,6,495,1162.3937,95897.4818,82.5,111,14.7207,0.001032,0.001762,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:64705_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,64705,1788059871.419300,1788059871.422836,TCP,0.003536,5,471,1414.1281,133210.8688,94.2,163,38.8098,0.000884,0.000916,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:52452_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,52452,1788059871.419500,1788059871.424486,TCP,0.004986,5,449,1002.8942,90059.8965,89.8,141,29.0895,0.001246,0.001213,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:61240_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,61240,1788059871.419859,1788059871.424541,TCP,0.004681,5,437,1068.1226,93353.9191,87.4,129,23.8286,0.00117,0.0011,1,5,0,6
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:55068->2404:6800:4013:813::54:443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2404:6800:4013:813::54,55068,443,1788059871.425303,1788059878.925667,UDP,7.500364,64,10840,8.5329,1445.2633,169.375,1292,270.7786,0.119053,0.847825,0,0,0,17
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:51756->2a04:4e42:fe7::396:443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2a04:4e42:fe7::396,51756,443,1788059871.448047,1788059875.191628,UDP,3.743581,870,126046,232.3978,33669.9022,144.8805,1292,136.686,0.004308,0.037563,0,0,0,17
2a04:4e42:fe7::396:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:51756_UDP,2a04:4e42:fe7::396,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,51756,1788059871.477110,1788059875.177496,UDP,3.700386,6853,9022101,1851.9688,2438151.1289,1316.5185,1342,166.2524,0.00054,0.014149,0,0,0,17
2404:6800:4013:813::54:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:55068_UDP,2404:6800:4013:813::54,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,55068,1788059871.484245,1788059878.964876,UDP,7.480631,118,132184,15.7741,17670.1669,1120.2034,1292,387.8944,0.063937,0.626723,0,0,0,17
fe80::4271:f819:8915:590a:57293->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,57293,53,1788059871.606926,1788059871.610361,TCP,0.003434,6,490,1747.1413,142683.2102,81.6667,106,12.801,0.000687,0.001168,1,5,0,6
fe80::4271:f819:8915:590a:54096->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,54096,53,1788059871.607110,1788059871.610681,TCP,0.003571,6,490,1680.2981,137224.3413,81.6667,106,12.801,0.000714,0.001132,1,5,0,6
fe80::4271:f819:8915:590a:62905->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,62905,53,1788059871.607246,1788059871.610841,TCP,0.003595,6,490,1668.9319,136296.1045,81.6667,106,12.801,0.000719,0.001134,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:57293_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,57293,1788059871.607420,1788059871.610765,TCP,0.003345,5,441,1494.6561,131828.6697,88.2,133,25.5773,0.000836,0.000974,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:54096_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,54096,1788059871.607557,1788059871.610774,TCP,0.003217,5,640,1554.4822,198973.7277,128.0,332,114.1578,0.000804,0.001045,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:62905_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,62905,1788059871.607959,1788059871.611143,TCP,0.003184,6,618,1884.6569,194119.6639,103.0,236,65.333,0.000637,0.000886,1,6,0,6
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:63226->2001:4860:4828:7700:::443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2001:4860:4828:7700::,63226,443,1788059871.611619,1788059878.953511,UDP,7.341892,80,36945,10.8964,5032.0816,461.8125,1292,533.6182,0.092935,0.612663,0,0,0,17
2001:4860:4828:7700:::443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:63226_UDP,2001:4860:4828:7700::,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,63226,1788059871.649772,1788059879.015281,UDP,7.365509,109,101058,14.7987,13720.4362,927.1376,1292,533.5372,0.068199,0.528945,0,0,0,17
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:60504->2a04:4e42:fe7::396:443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2a04:4e42:fe7::396,60504,443,1788059871.667580,1788059872.271443,UDP,0.603863,3,3876,4.968,6418.677,1292.0,1292,0.0,0.301931,0.00241,0,0,0,17
fe80::4271:f819:8915:590a:51512->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,51512,53,1788059871.844055,1788059871.874612,TCP,0.030557,6,494,196.3549,16166.5523,82.3333,110,14.3341,0.006111,0.013068,1,5,0,6
fe80::4271:f819:8915:590a:49671->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,49671,53,1788059871.844233,1788059871.875203,TCP,0.03097,6,494,193.7353,15950.8705,82.3333,110,14.3341,0.006194,0.01305,1,5,0,6
fe80::4271:f819:8915:590a:57638->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,57638,53,1788059871.844377,1788059871.874858,TCP,0.030482,6,494,196.8387,16206.3839,82.3333,110,14.3341,0.006096,0.012989,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:51512_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,51512,1788059871.844735,1788059871.874870,TCP,0.030135,5,477,165.9218,15828.9397,95.4,169,41.4705,0.007534,0.014296,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:49671_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,49671,1788059871.845329,1788059871.875240,TCP,0.029911,6,522,200.5932,17451.6104,87.0,140,26.4045,0.005982,0.012812,1,6,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:57638_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,57638,1788059871.845339,1788059871.875294,TCP,0.029955,6,510,200.3011,17025.5893,85.0,128,21.6056,0.005991,0.01274,1,6,0,6
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:52671->2404:6800:4013:813::8d:443_TCP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2404:6800:4013:813::8d,52671,443,1788059871.875375,1788059872.112187,TCP,0.236812,16,4172,67.564,17617.3242,260.75,1314,337.6384,0.015787,0.026707,1,15,0,6
2404:6800:4013:813::8d:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:52671_TCP,2404:6800:4013:813::8d,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,52671,1788059871.925334,1788059872.176109,TCP,0.250774,17,9821,67.7901,39162.7295,577.7059,1294,589.9083,0.015673,0.027457,1,17,0,6
fe80::4271:f819:8915:590a:56517->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,56517,53,1788059871.929980,1788059871.934173,TCP,0.004193,6,493,1430.9333,117575.0197,82.1667,109,13.9487,0.000839,0.001279,1,5,0,6
fe80::4271:f819:8915:590a:58056->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,58056,53,1788059871.930168,1788059871.934392,TCP,0.004224,6,493,1420.3535,116705.7158,82.1667,109,13.9487,0.000845,0.001347,1,5,0,6
fe80::4271:f819:8915:590a:49920->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,49920,53,1788059871.930341,1788059871.934511,TCP,0.00417,6,493,1438.787,118220.3346,82.1667,109,13.9487,0.000834,0.001252,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:56517_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,56517,1788059871.930768,1788059871.934222,TCP,0.003454,5,444,1447.7095,128556.6047,88.8,136,26.8924,0.000863,0.000947,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:58056_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,58056,1788059871.930890,1788059871.934794,TCP,0.003904,5,447,1280.6253,114487.9023,89.4,139,28.2099,0.000976,0.001145,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:49920_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,49920,1788059871.930925,1788059871.934984,TCP,0.004059,5,435,1231.735,107160.9444,87.0,127,22.9565,0.001015,0.001123,1,5,0,6
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:49882->2404:6800:4013:802::5e:443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2404:6800:4013:802::5e,49882,443,1788059871.935624,1788059872.143859,UDP,0.208235,51,9349,244.9156,44896.3856,183.3137,1292,292.5543,0.004165,0.009696,0,0,0,17
2404:6800:4013:802::5e:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:49882_UDP,2404:6800:4013:802::5e,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,49882,1788059871.984554,1788059872.202565,UDP,0.218011,93,113444,426.5846,520359.8665,1219.828,1292,272.6715,0.00237,0.008055,0,0,0,17
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:52837->2001:4860:4828:7700:::443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2001:4860:4828:7700::,52837,443,1788059873.441816,1788059879.072472,UDP,5.630656,13,9028,2.3088,1603.3655,694.4615,1292,588.749,0.469221,1.535011,0,0,0,17
2001:4860:4828:7700:::443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:52837_UDP,2001:4860:4828:7700::,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,52837,1788059873.488080,1788059879.143145,UDP,5.655066,16,5865,2.8293,1037.1233,366.5625,1292,418.992,0.377004,1.365365,0,0,0,17
fe80::4271:f819:8915:590a:55735->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,55735,53,1788059873.738378,1788059873.742939,TCP,0.004561,6,498,1315.5849,109193.5486,83.0,114,15.8871,0.000912,0.00162,1,5,0,6
fe80::4271:f819:8915:590a:57983->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,57983,53,1788059873.738640,1788059873.743255,TCP,0.004615,6,498,1300.2234,107918.5426,83.0,114,15.8871,0.000923,0.00168,1,5,0,6
fe80::4271:f819:8915:590a:50078->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,50078,53,1788059873.738822,1788059873.743577,TCP,0.004755,6,498,1261.8243,104731.4176,83.0,114,15.8871,0.000951,0.001805,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:55735_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,55735,1788059873.738827,1788059873.743373,TCP,0.004546,5,530,1099.8857,116587.8806,106.0,222,65.0538,0.001136,0.001364,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:57983_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,57983,1788059873.739008,1788059873.743665,TCP,0.004657,5,525,1073.6456,112732.7907,105.0,217,62.8252,0.001164,0.001373,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:50078_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,50078,1788059873.739171,1788059873.743793,TCP,0.004622,5,501,1081.6753,108383.8614,100.2,193,52.1364,0.001156,0.001607,1,5,0,6
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:53307->2a04:4e42:fe7::396:443_TCP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2a04:4e42:fe7::396,53307,443,1788059873.744032,1788059874.128510,TCP,0.384479,502,39755,1305.6645,103399.7814,79.1932,1314,65.4145,0.000767,0.002999,1,501,0,6
2a04:4e42:fe7::396:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:53307_TCP,2a04:4e42:fe7::396,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,53307,1788059873.767893,1788059874.128484,TCP,0.36059,1128,1469186,3128.2026,4074389.5678,1302.4699,1314,106.625,0.00032,0.001858,1,1128,0,6
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:56379->2a04:4e42:fe7::396:443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2a04:4e42:fe7::396,56379,443,1788059875.918961,1788059881.465256,UDP,5.546295,398,63039,71.7596,11365.9651,158.3894,1292,189.0832,0.013971,0.155554,0,0,0,17
2a04:4e42:fe7::396:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:56379_UDP,2a04:4e42:fe7::396,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,56379,1788059875.957186,1788059881.452057,UDP,5.494871,2720,3584161,495.007,652273.8666,1317.7062,1342,161.3844,0.002021,0.060842,0,0,0,17
fe80::4271:f819:8915:590a:62581->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,62581,53,1788059878.554111,1788059878.597099,TCP,0.042988,6,489,139.5729,11375.188,81.5,105,12.4218,0.008598,0.018804,1,5,0,6
fe80::4271:f819:8915:590a:60442->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,60442,53,1788059878.554278,1788059878.597646,TCP,0.043368,6,489,138.3498,11275.5066,81.5,105,12.4218,0.008674,0.018507,1,5,0,6
fe80::4271:f819:8915:590a:50846->fe80::f8d3:f0ff:febe:3364:53_TCP,fe80::4271:f819:8915:590a,fe80::f8d3:f0ff:febe:3364,50846,53,1788059878.554413,1788059878.827832,TCP,0.273419,6,489,21.9443,1788.4645,81.5,105,12.4218,0.054684,0.099948,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:62581_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,62581,1788059878.554689,1788059878.597479,TCP,0.04279,5,498,116.8486,11638.1209,99.6,190,50.8016,0.010698,0.020345,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:60442_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,60442,1788059878.555651,1788059878.597805,TCP,0.042154,5,517,118.6138,12264.6711,103.4,209,59.2604,0.010538,0.020396,1,5,0,6
fe80::f8d3:f0ff:febe:3364:53->fe80::4271:f819:8915:590a:50846_TCP,fe80::f8d3:f0ff:febe:3364,fe80::4271:f819:8915:590a,53,50846,1788059878.555655,1788059878.827744,TCP,0.272089,6,567,22.0516,2083.8806,94.5,185,44.5948,0.054418,0.099888,1,6,0,6
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:61387->64:ff9b::6812:dd0:443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,64:ff9b::6812:dd0,61387,443,1788059878.598818,1788059878.925766,UDP,0.326948,11,5105,33.6445,15614.0958,464.0909,1292,538.3115,0.032695,0.048391,0,0,0,17
64:ff9b::6812:dd0:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:61387_UDP,64:ff9b::6812:dd0,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,61387,1788059878.652093,1788059878.899546,UDP,0.247454,11,7494,44.4528,30284.4545,681.2727,1262,542.2524,0.024745,0.046493,0,0,0,17
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:55326->64:ff9b::6812:dd0:443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,64:ff9b::6812:dd0,55326,443,1788059878.901144,1788059882.788373,UDP,3.887228,14,9181,3.6015,2361.8371,655.7857,1292,574.1484,0.299018,0.892214,0,0,0,17
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:55602->2a04:4e42:fe7::396:443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2a04:4e42:fe7::396,55602,443,1788059878.942564,1788059879.564468,UDP,0.621904,3,3876,4.8239,6232.4694,1292.0,1292,0.0,0.310952,0.00066,0,0,0,17
64:ff9b::6812:dd0:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:55326_UDP,64:ff9b::6812:dd0,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,55326,1788059878.947015,1788059882.748044,UDP,3.801028,12,5013,3.157,1318.8537,417.75,1262,515.1713,0.345548,1.000872,0,0,0,17
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:63672->64:ff9b::a752:398c:443_TCP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,64:ff9b::a752:398c,63672,443,1788059881.676360,1788059881.800308,TCP,0.123947,11,3212,88.7475,25914.2721,292.0,1314,388.8298,0.012395,0.019862,1,10,0,6
64:ff9b::a752:398c:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:63672_TCP,64:ff9b::a752:398c,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,63672,1788059881.723706,1788059881.828054,TCP,0.104348,12,6563,114.9996,62895.2017,546.9167,1294,582.8278,0.009486,0.015815,1,12,0,6
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:59025->2404:6800:4013:813::5f:443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2404:6800:4013:813::5f,59025,443,1788059883.355348,1788059883.674502,UDP,0.319154,10,5146,31.3328,16123.8763,514.6,1292,556.9684,0.035462,0.068123,0,0,0,17
2404:6800:4013:813::5f:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:59025_UDP,2404:6800:4013:813::5f,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,59025,1788059883.408526,1788059883.719977,UDP,0.311451,14,6376,44.9509,20471.9072,455.4286,1292,511.3916,0.023958,0.058586,0,0,0,17
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:54629->2a03:2880:f311:120:face:b00c:0:167:443_UDP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2a03:2880:f311:120:face:b00c:0:167,54629,443,1788059883.762922,1788059888.348570,UDP,4.585647,27,14814,5.8879,3230.5144,548.6667,1292,549.1059,0.176371,0.459011,0,0,0,17
2a03:2880:f311:120:face:b00c:0:167:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:54629_UDP,2a03:2880:f311:120:face:b00c:0:167,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,54629,1788059883.829989,1788059888.419553,UDP,4.589564,26,12080,5.665,2632.0584,464.6154,1294,513.7274,0.183583,0.470401,0,0,0,17
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:57901->2600:140f:d800:2ab::4106:443_TCP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,2600:140f:d800:2ab::4106,57901,443,1788059888.129523,1788059888.467553,TCP,0.33803,11,1669,32.5415,4937.4301,151.7273,393,117.3295,0.033803,0.045297,1,10,1,6
2600:140f:d800:2ab::4106:443->2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:57901_TCP,2600:140f:d800:2ab::4106,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,443,57901,1788059888.163241,1788059888.403558,TCP,0.240317,11,7412,45.7728,30842.5512,673.8182,1314,545.1302,0.024032,0.028117,1,11,0,6
2409:40c4:2024:5958:51ff:38d8:7ac5:9d74:65398->64:ff9b::14a1:cd83:443_TCP,2409:40c4:2024:5958:51ff:38d8:7ac5:9d74,64:ff9b::14a1:cd83,65398,443,1788059893.512217,1788059894.277842,TCP,0.765625,11,3687,14.3673,4815.672,335.1818,1314,409.3348,0.076563,0.12209,1,10,0,6
